comments,star
"Sepadan dengan Harga:murah berkualitas Fitur Terbaik:the best Thanks gan, barang sudah diterima dgn baik dan berfungsi normal seller ramah bonus filter pula, pengiriman cargonya jg cepet Oke pokoknya semoga debu2 bandel maupun virus yg membuat anak saya bersin trus bisa di terfilter tnpa ampun dg memakai air furifier covenant ini. next tim order kembali gan",5
"Fitur Terbaik:filtrasi udara Sepadan dengan Harga:iya Cepet bgt pengemasanny, pengiriman jg cepat, packing aman gak ada damage, setelah dicoba beneran kerasa udara jd lebih bersih",5
"Barangnya sampe dengan selamat, pengemasan dan pengieoman jg cepet (pake instant) terus jg berfungsi dengan baikkk. touchscreennya oke, remotenya jg oke bs dipake. ada kasih tau suhu ruangan jg. untuk deteksi udara kotor sm engganya jg berfungsi dengannbaik. makasih sellerrr",5
"Fitur Terbaik:membersihkan udara Sepadan dengan Harga:sepadan Produk sesuai dengan yang dipesan, pengemasan dan pengiriman cepat sekali. Packing aman dikasih bubble tebal. Terima kasih",5
"Pengiriman ke jogja aman. pesan minggu, rabu sudah sampai. Penggunaan ga terlalu ribet, tinggal pasang filter lalu colok ke listrik langsung bisa digunakan. Operasi bisa pakai remote, bisa touch tombol di alatnya langsung. Bisa pakai timer, atur speed, dll. Tidak bising. Baru coba jadi belum terasa efek purify nya. Semoga awet dan berguna",5
"Fitur Terbaik:baik Sepadan dengan Harga:sesuai Alhamdulillah barangnya sudah datang,, berfungsi dgn baik, cuma saya blm mengerti fungsi dari tombol nya,, terima kasih shopee dan seller",5
"Fitur Terbaik:good and the bigger Sepadan dengan Harga:kwalitas melebihi harga Terasa sekali, udara langsung terasa segar dan mudah bernafas. Smoga bisa awet dan waktu tidak mengubah kwalitasnya. Ga nyesel beli ini. Dibanding dengan produk lainnya, good banget lah dengan harga yg lebih murah daripada yg lain. Terima kasih",5
Fitur Terbaik:oke berfungsi dengan normal Sepadan dengan Harga:sesuai pasaran Pengiriman cepat .. mesen jam 9 pagi sampai rumah jam 12 siang ,5
"Fitur Terbaik:bagus Sepadan dengan Harga:bagus Bagus barangnya, berfungsi dengan baik, semoga awet dan bisa bekerja sesuai fungsinya, good seller",5
"Sepadan dengan Harga:worth the price Nyampe nya super kilat, d bubble wrap dgn rapih dan yang penting air purifierny berfungsi dengan baik.. Smoga awet ya",5
"Fitur Terbaik:ada pengukur suhu dan bbrp fitur touchsrcreen lainnya Sepadan dengan Harga:sesuai harga Barang cukup bagus, sepertinya plastik bs patah, tp secara umum oke bgt sebagai air purifier, membuat udara jadi jernih dan bersih, semoga awet ya, recommended seller..",5
"Fitur Terbaik:semua Sepadan dengan Harga:pas Pengemasan dan pengiriman cepat, barang bagus berfungsi dengan baik. Semoga awet",5
Fitur Terbaik:langsung bersih Barang datang dan berfungsi dengan baik..cukup efektif...anak2 bersin2 nya langsung berkurang,5
"Fitur Terbaik:oke Sepadan dengan Harga:okee Teball bubble nya okee Pengiriman cepat Order sabtu sampek senin sdjo Semoga berfungsi dgn baik...kebetulan dikamar pada batuk pilek semoga terbantu,mau nanya filternya yg biru bener ngadep depan yaaa",5
Sangat bagus produknya dna original ketika kita mbt turorial lgsg dikirim videonya .. fast respon bgt,5
Fitur Terbaik:baik Sepadan dengan Harga:iya Baru di coba…semoga awet dan sesuai dgn fungsinya.,5
Fitur Terbaik:belum dicoba semoga berfungsi baik Sepadan dengan Harga:Harga bersaing Desain bagus Tipe sesuai yang dipesan Seller cepat respon,5
Fitur Terbaik:okeeey Sepadan dengan Harga:good . lumayan Makasih barang sudah diterima dengan selamat. Packing aman. sangat berguna buat membersihka udara di rumah,5
Fitur Terbaik:ok Sepadan dengan Harga:harga reatif Barangnya sudah sampai semoga awet semuanya nyala dengan baik tidak ada cacat,5
"Produk baik, seller amanah, buyer happy",5
Fitur Terbaik:ok Sepadan dengan Harga:ok Baru dicoba 1hari.. Belom tau hasil nya bagus ga.. Semoga bagus nanti beli lagi.. Makasiii moga garansi nya beneran bisa dipakai jg,5
"Pengemasan cukup aman dan cepat hanya lama di kurirnya aja. Untuk produknya dikirim sesuai gambar, smua berfungsi baik. Semoga awet dan efektif untuk membersihkan udara ditempat saya dari debu dan bulu2 anabul",4
Sepadan dengan Harga:lumayan murah Pengemasan rapih cuman ada yang sobek plastiknya.. Touch screen kebuka..pingiran juga kebuka,3
"Fitur Terbaik:ada sensor dan ion Sepadan dengan Harga:iya Lumayan bagus, udah touchscreen dan ada sensor nya",5
"Barangnya bagus dan berfungsi semua, udara jadi terasa segar",5
"Alhamdulillah, makasih barangnya semoga awet dan ga ada kendala. Fast respon bgt. Baik chat maupun tanya2. Tks",5
"Seller ramah, pengemasan bagus, hrg terjangkau. Cuma waktu pengemasan lumayan lama. Pengiriman cepat Produk berfungsi dengan baik",4
"Fitur Terbaik:oke Sepadan dengan Harga:bagus Paket sampai cepet sehari sampe, pengemasan sangat baik dengan bubble wrap yg tebel, dipake dikamar udara sejuk & segar, ada mode sleep jadi ga berisik tapi tetep membuat ruangan segar. baru ini coba tapi saat dicoba bagus, semoga awet, bahan sangat ringan tapi ga apa2 semoga kualitasnya tetap oke. Terimakasih next mau order lagi untuk di living room.",5
Produk udh dicoba selama satu minggu sejak diterima utk kendala tidak ada produk berfungsi dengan baik sensornya juga berfungsi cuma pas sdh sampe filter yg didalam mesin belakangnya ada yg lepas jd bola carbonnya pd keluar smw tp selebihnya udh oke ,5
remot berfungsi barang tidak ada yang rusak alhamdulillah hujan tapi ga rusak,5
"Fitur Terbaik:baguss Sepadan dengan Harga:harganya terjangkau Pengiriman cepat, kualitas bagus.. pembelian ke 2 utk air purifier nya. Tks seller ",5
Fitur Terbaik:Bagus elegan Sepadan dengan Harga:Lumayan lah Semoga bermanfaat dan awet dan semoga keluargaku sehat selalu,5
"Fitur Terbaik:bagus aja Sepadan dengan Harga:gak mahal moga ga kalah bagus ama yg mahal yaa Barang sampai dalam keadaan sehat walafiat, pengiriman lumayan cepet. Semoga cucok buat bersih2 udara rumah. Insyaallah kl cucok weli lagi buat si honey bear ku.. Thankyou seller",5
Barangnya udah sampai...ga da kerusakan..tapi kok bonus filternya nya ga da ya...kemaren pas chekout free filternya 1 lagi...gimanah nih min,4
Berfungsi dengan baik semoga awet ruangan jadi bersih dan segar makasih,4
Fitur Terbaik:berfungsi.dgn baik Sepadan dengan Harga:sesuai harga bahan plastik Agak benyek sikit samping karna pengiriman tapi bisa berfungsi okay lahh Smoga awet,4
Baru coba blm ngerasain manfaatnya... Pengiriman cepat respon baik smga barang awet,4
"Walaupun ada bolong di bubble wrap nya dan kardusnya peyot tapi alhamdulillah barangnya nyampe dengan aman, semuanya berfungsi, mulai dari air purifier dan remot nya juga, semoga tahan lama",5
"Barang sudah terima dg baik. Sangat berguna dimana pandemi. Harga terjangkau, beli di unboxing. Puas berbelanjan disini.",5
"Alhamdulillah barang sudah saya terima dengan keadaan utuh dan lengkap. Terimakasih sudah Dipacking sangat Aman, dan Terimakasih sudah merespon chat dan pesanan dengan sangat cepat. Semoga usahanya semakin makmur dan jaya. Aamin",5
"Fitur Terbaik:kualitas udara meter Sepadan dengan Harga:ya Menjernihkan udara menyebar ion dan UV di udara, udara JD segar",5
Alhamdulillah paket sudah sampai sesuai dengan pesanan. Terimakasih seller dan Terimakasih kurirnya ,5
"Fitur Terbaik:penghilang bau Sejauh ini cukup berfungsi dengan baik, semoga ttp awet ya, brg jg dtg dgn sgt cepat, seller jg baik, terimakasih yaa",5
Boleh beli utk membantu memperbaiki siklus udara didalam ruangan.. cocok,5
"Fitur Terbaik:alat berfungsi Pengiriman aman, alat berfungsi dgn baik..",5
"Harganya sesuai kantong. Respon admin sangat cepat dan ramah. Saya coba suruh anaknya kentut disamping air purifiernya, stlh buang angin sensornya lgsg hidup “air bad” dan kipasnya jadi kencang. Emanb mantap nich produk. Semoga awet. Saya sdh beli 2.",5
"Fitur Terbaik:Good Sepadan dengan Harga:Good Lumayan ngaruh kayanya ditaro dikamar,udara dikamar agak lebih fresh",5
Cepat sekali sampainya...malam di order...siang sampai..sudah di upload videonya ternyata hilang...mau di upload video pakai hp ga muat...akhirnya hanya gambar...dapat bonus filter juga.remote jalan...ringan ya purifiernya...tp sampingnya memang blong gt ya...mungkin jalan udaranya.,5
Paketnya sudah sampai berfungsi dengan baik abang kurirnya jg baik terima kasih,5
"Fitur Terbaik:baik, insyallah sangat berguna WOW. Sangat cepat pengirimannya. Pesan jam 15, tiba jam 18, dalam 2 jam sudah sampai",5
Packing rapih... Model bagus.. Berfungsi dgn baik.. Harga terjangkau,5
Fitur Terbaik:udara jadi segar semoga awet...dapat bonus filter tambahan biar besok besok waktu ganti filter sudah tidak perlu beli lagi,5
Dikirim cepet banget.. alhamdulillah barang juga sampai dengan baik.. mudah digunakan.. sangat bermanfaat.. makasih ya...,5
Toppp.ga rugi bli disini,5
"Fitur Terbaik:cukup bagus Sepadan dengan Harga:semoga saja Cukup bagus untuk harga segitu, semoga awet . Semoga bulu kucing yg berterbangan lenyap",5
"Fitur Terbaik:ada indikator yg ckp lengkap Sepadan dengan Harga:termurah Masih mencoba, semoga berfungsi sesuai kebutuhan untuk mengurangi alergi debu.",5
Fitur Terbaik:mantaf Sepadan dengan Harga:mantaf Mantaf,5
Fitur Terbaik:Langsung bekerja dengan baik Sepadan dengan Harga:sepadan,5
"pengantaran pesan selasa malam sampai tgr minggu sore, admin ok banget fast respon fisik barang : chasing lumyan ringkih ya jd pas buka cover nya tkt patah, suara senyap, ada asap motor dr luar kamar warna lsg berubah menjadi poor bau nya jg ga kecium di kamar, ok banget. Mudah2an awet ya",5
"Walaupun nungguin nya agak lama... Barang nya bagus, semoga awet dan makin sehat",5
Fitur Terbaik:ada timer Barangnya bagus. tpi suka kesal sama expedisi yg kepo dgn barang org. Ntah itu prosedur atau cuma kepo. Paket saya disobek di 2 tempat,5
"1 bulan pake, aman jaya sentosa. Berguna bgt2 apalagi buatku yg alergi debu. Tapi sensitif banget yaak, nyium bau dikiiit aja langsung naik  gabisa bgt aku pake parfume atau minyak kayuputih kalo deket dia hihi. Oh ya, minus 1 sih, yg punyaku dia berat kedepan jadi harus diganjel biar gajatuh",5
Fitur Terbaik:blm.d coba Sepadan dengan Harga:murah Pecah guys .. mau d kembaliin males bgt.. tp kecepatan pengiriman cpt bgt . Tp keamanan kurang,3
"Pengemasan rapi barang juga aman sampai tujuan,pengiriman cepat 2hari nyampe,penjual juga ramah , baru sempat kasih nilai krn lg sibuk",5
"Fitur Terbaik:berfungsi baik Sepadan dengan Harga:ya Pengiriman cepat, packing baik",5
Fitur Terbaik:Ok Sepadan dengan Harga:Ok Good product,5
"Fitur Terbaik:sesuai Semoga barang awet, termasuk ringan beratnya Untuk pertama kali dicoba muncul bau seperti plastik Tidak tau normal atau tidak Efektifitas belum dicoba lebih jauh Semoga awet",5
"Sangat baik. Sensor berfungsi Suhu berfungsi Panel tombol berfungsi Semoga awet n dpt memberi manfaat. Terimakasih seller, semoga sukses selalu",5
"Fitur Terbaik:ada tampilan suhunya. Sepadan dengan Harga:ya Barang oke, kualitas juga oke.",5
paket sudah sampai dengan aman. pengiriman cepat dan barang nya ok. terima kasih,5
"Bagus sesuai pesanan, recomended Smoga awet dan tahan lama, mksh shoppe dan pelapak smga rezekinya tambah lancar",4
"Sepadan dengan Harga:termasuk terjangkau Baru sampe tadi siang dan dicoba, sejauh ini berfungsi lumayan baik. Semoga awet ya",4
"Barang bagus dan berfungsi, pengepakan benar benar ditata dengan baik agar barang tidak rusak",5
"Fitur Terbaik:ok bagus Alhamdulillah paket d sampe, kondisi aman dan berfungsi normal",5
Fitur Terbaik:murah & lengkap fiturnya Sepadan dengan Harga:ya,5
Fitur Terbaik:- Sepadan dengan Harga:lumayan Semoga awet,5
Fitur Terbaik:Pengemasan paket baik Harga sebanding dengan barang,5
"Fitur Terbaik:ada indikasi udara diatas suhu. 0-70 berarti udara bagus Bagus untuk yg punya kucing. Tiap pagi cek di filternya selalu ada bulu2 halus, jadi gampang dibersihkan. Udara didalam rumah jg ga bau lagi.",5
Produknya lumayan bagus sewaktu pakai walaupun speed kipas kurang cepat(udah penuh). Tpi filternya ok..utk ruangan skitar 8m2 sangat bagus lbih dari area itu kurang sdikit,4
Barang udah di terima tapi belum di buka semua semoga bagus semua barangnya sesuai yg di harapkan,5
"Fitur Terbaik:bagus Sepadan dengan Harga:lumayan Bagus, gampang digunakan. Semoga awet",5
Fitur Terbaik:bagus Sepadan dengan Harga:sesuai dgn barang nya Semoga awet..,5
Fitur Terbaik:Mantaaaappp Mantap bet bikin udara jadi seger dan bersih recomended !,5
Sepadan dengan Harga:sesuai harga lah Sempat ada masalah dengan salah komunikasi. Tapi terselesaikan dengan baik. Cmn ini yg 05 nya tutup nya sepeti melengkung. Gpp jg sih. Sy copot ga pakai penutup nya. Di nonstop di speed medium. Karena kalau speed smoke free no 3 malah debu nya muncul di mana2 jg. Overal lumayan aja lah harga segitu ngurangi debu.,4
"Alhamdulillah bwrfungsi dengan baik , semoga awet dan baik",5
"dengan harga yg cukup tinggi tapi kayak blower biasa yg ditambahin filter soalnya sensor udara nya keliatan bgt kalo gak bener2 nyensor udara sekitar. soalnya pas lagi ditaburin debu2 tapi sensornya tetep ijo, ga berubah jd kuning ato merah",3
"Sepadan dengan Harga:mending beli kipas ajasih cuma nambah dingin dingin aja gada nyaring udara sama sekali, udh brp minggu filter msh bersih bgt pdhl piara kucing",2
Harga sesuai kualitas. Untuk filter baiknya ada tulisan mana yg di dalam dan di luar. Semoga awet,5
Harganya sesuai kantong Namun remote tidak berfungsi Terus bagian sampingnya agak menganga..,3
Sempurna ,5
Bagussssss modelnya slim fit cakep,5
Lumayan banget buat meminimalisir nyebarnya bulu kucing. Dibersihinnya gampang,5
Fitur Terbaik:baik Alat berfungsi dengan baik.,5
Fitur Terbaik:berfungsi Semoga awet produk nya,5
"Udh di coba nyala power nya, tapi masih mau liat liat gimana cara pemakaian nya dlu di buku panduannya. Thanks ya CPT jg pake kargo.",4
"Barang diterima dalam keadaan baik, waktu dicoba nyala. Tp blm dicoba dikamar atau ruangan tertutup.. overall bagus lah..",5
Bagusss berfungsi dengan baik semoga udara di rumah bisa seger makasi covenant pengiriman sangat cepat good,5
"Semoga barang awet. Pengiriman cepat, makasih banyak seller",5
Fitur Terbaik:belum tau Sepadan dengan Harga:belum tau,4
Pengiriman cuma sehari doang. Kurirnya mana baik bangettttt,5
"Barang aman sampai tujuan, semoga indikatornya sesuai",5
Fitur Terbaik:kerennnnnnnnnnnnnn Keren bangettttttttttttttttttttttttttttt,5
Mantap barang aman,5
Mengurangi asap roko,5
Add 50 characters with 1 photo of you wearing the purchased items,5
Filter cadangan nya penyok semua. Selebih nya oke,4
Berfungsi normal Packing aman Semoga awet,5
"Terbaik, aku udh ga batuk batuk lagi semenjak pake ini. Bagus bgt ya khusus nya untuk kamar tanpa ventilasi sangat rekomen deh. Suprised bgt nyembuhin batuk rejan ku",5
Fitur Terbaik:pas Sepadan dengan Harga:pas,5
Packingan rapi dan bagus ... Barang sesuai foto,5
Packaging Baik. Kualitas baik,5
Ok punya. Semoga awet n bermanfaat,5
"Baru coba, moga awett",5
Bagus jos,5
ok lancar jaya semoga bermanfaat,5
Masih diperjalanan kapal nanti klo udah sampai insyaAllah kasih review produkx yach,5
Fitur Terbaik:air purifier murah berkualitas Sepadan dengan Harga:sepadan Sudah 2x beli air purifier covenant. Yg pertama tipe AP 06 yg sangat bagus dalam memfilter debu. Sekarang nyoba yg AP 05 untuk ruangan kecil. Lebih pilih ini karena ada indikator layarnya dibandingkan yg AP 02. Cuma beda 100rb. Dan sudah dapat 2 hepa.. So far sangat puas dengan pengiriman barang dan kualitas covenant. Good job ,5
"Fitur Terbaik:dapat gratis filter tambahan Sepadan dengan Harga:bagus Ini air purifier pertama saya. Pada saat saya menggunakan parfum / deodorant wangi / sunscreen dengan parfum/ gel handsanitizer/ asap bakaran sampah yang masuk kamar, angka partikelnya langsung meningkat tinggi. Tapi pada saat ada bau lem, bau makanan angkanya tidak tinggi. Aneh/ unik..",5
Sepadan dengan Harga:bagus dan terjangkau dg harganya Fitur Terbaik:air purifier Ap-05 Barang sampai dg packing yg rapi jd aman deh Rekomendasi nih utk yg punya bayi agar udara di dlm rumah terjaga dg menggunakan alat Air Purifier AP-05 ,5
Fitur Terbaik:terbaik Sepadan dengan Harga:sesuai Recomended,5
"Sepadan dengan Harga:bagus dan berfungsi dengan baik,pngrmn sangat cpt walaupun pake cargo",5
Real pict Berfungsi dengan baik Pengiriman cepat Penjual ramah Terima kasih seller dan shopee,5
Fitur Terbaik:Ter-Baik Cepat bngt sampainya.. Tks ya... Bermanfaat banget utk kesegaran udara drmh kami... Sekali lagi terimakasih,5
"Tidak terasa perubahannya setelah pemakaian, kurang efektif sepertinya",3
"Fitur Terbaik:tidak beeisik Sepadan dengan Harga:body dr plastik, menyesuaikan harga Befungsi dgn baik, pengiriman instan 2 jam cpt sampai nya. Untuk ketahanan dan daya hisap msh belum tau . Semoga bs berfungsi dgn baik. Thanks seller",5
"Barang sudah diterima dg baik, sudah dicoba dan blm ada masalah  cukup membantu untuk anak kosan",5
"Sepadan dengan Harga:so far ini harganya terjangkau ukurannya besar dpt hepa filter 2 sepadan bgt sih Baru pake, kesan pertama packing oke bgt aman, nyampenya cpt, semua beroperasi normal, semoga jd ikhtiarku yg sinus dan alergi ini yaaa. Makasihhh",5
Sepadan dengan Harga:ok Fitur Terbaik:ok Terima kasih barangnya sudah diterima. Terima kasih banyak,5
Terimakasih bnyak sis sudah sampai dengan selamat. Smoga bermanfaat dan berfungsi dng baik yg pasti smoga awet ya... sukses selalu,5
"Sepadan dengan Harga:ya Semoga awet dan berfungsi dgn baik, makasih min proses packing sampe kirim the best lah",5
Sepadan dengan Harga:harga bersahabat. berfungsi Bagus. Barang datang berfungsi baik. Terimakasih,5
"Sepadan dengan Harga:oke Kemasan cukup aman pake bubble wrap, tapi ada sobek sampe kedalam box, sterofoam di penutup nya juga pecah, gak tau dari toko atau dari ekspedisi. Untung dalemnya gak ada yg cacat, sudah dicoba berfungsi dengan baik. Belum tau hasilnya/efeknya.",5
"barang diterima dg baik sudah ditest berfungsi, semoga awet.",5
Fitur Terbaik:Full Digital. semua tombol dan display berfungsi dgn baik. Mantap....,5
Sepadan dengan Harga:lumayan Fitur Terbaik:bagus Udah dicoba dan nyalah Semoga benar berguna untuk penyaringan udara di rumah,5
Krg tau sih bnr bs mbersihkan udara atw tdk Krn ank2 msh blm berkurang bersin2nya..mdh2n pelan2 mmg ad perubahan.,5
"Sepadan dengan Harga:Ya Fitur Terbaik:Filter Puas, filter bekerja dgn baik, pengiriman cepat. Bagus",5
Sepadan dengan Harga:sepadanlah yaaa Fitur Terbaik:bagusss Alahmadulillah berfungsi dengan baik sekali baru sekali pake kerasa lebih enak udara berasa plong segar rumah jd lega sekali walaupun murah mudah2an awet dan bermanfaat,5
"Sepadan dengan Harga:baik Fitur Terbaik:pembersih udara Penjual fast respon. Pengiriman juga cepat sampai. Barang sampai dengan kondisi baik. Hanya minus 1, extra filternya di letakkan di luar kardus. Kemungkinan saat pengiriman, terbentur benda lain. Jadi pas di terima, kondisi extra filternya sudah bocor. Dan sayangnya, untuk retur 1 filter aja gak bisa. Jadi harus kirim semua barang kembali. Cukup ribet untuk claimnya dari shopee. Tapi penjual sangat baik untuk responnya. Barang berfungsi dengan baik. Mau coba dulu untuk beberapa bulan kedepan. Kalau cocok, mungkin akan order lagi. Terima kasih",5
"Fitur Terbaik:Nyala normal Sepadan dengan Harga:Sepadan Unit bekerja dengan baik, pengiriman cepat. Terima kasih",5
Murah tapi berfungsi dengan baik.. semoga awet nih air purifiernya,5
"Sesuai harga plastik nya, untuk harga segini ya lumayan lah dari pada lu manyun",5
Sepadan dengan Harga:sangat sepadan Fitur Terbaik:bagus bangett Alhamdulillah MasyaAllah tabarakallah berfungsi baik sebagai penyaring udara kamar ber AC. Kwalitas tidur bayi makin baik. Jazakumullahu khoiro,5
Sepadan dengan Harga:semoga awet Bagus... Tidak bising,5
Fitur Terbaik:ok Sepadan dengan Harga:ok mantaaap,5
"Fitur Terbaik:ok Ok Sip barang bagus juga, pengiriman cepat dan komunikasi nya baik, untuk barang sudah seuai harga. Semoga orang rumah senang. Terimakasih",5
"Fitur Terbaik:pembersih udara Sepadan dengan Harga:yes Recommended bgt air filternya.. Baru coba 1 malem tdr berasa lebih enak nyenyak jg.. Biasa kena AC di dalem ruangan hidung berasa agak mampet, ini bangun2 engga.. Napas jg plong.. Rencana mau beli 1 lg buat di ruang main anak.. Pengiriman jg cepet dpt free ongkir instant kemaren jd ga nyampe 2 jem nyampe..",5
"Fitur Terbaik:biasa aja dan ringan Sepadan dengan Harga:ya sesuailah dengan harganya Gak tau bentuk dasar purifier karena yang ini cuma ada fan dan filter aja, dan nya kek kipas pada umumnya",5
Pengiriman cepet dan barangnya sudah diterima dg baik. Belum tau review pemakaiannya,5
Mudah2an awet.. berfungsi dg baik,5
Pengiriman cepet banget..,5
Recomended seller,5
Semoga ga alergi,5
Sangat berfungsi,5
Top bagus,5
Good,5
Keren,5
Ok,5
mantap,5
ga ngaruh ey,3
Oke makasih ,5
"Cheap pruduct, waste money",1
Mantab,5
Fitur Terbaik:baik Produk sangat bermanfaat,5
Mantabb,5
